"pid","commentsText"
"19765","Not the least the BBMP has opened their eyes after two long years ?#+@2013 02 02T13:50:49+0000Thank u very much for the information ?#+@2013 02 02T18:14:24+0000Thank you Bangalore Traffic Police & BBMP?#+@2013 02 03T08:55:54+0000"
"19766","good rules?#+@2013 02 04T00:39:19+0000"
"19767","cant read     dont know kannada :(?#+@2013 02 01T10:48:00+0000Friend    thats your problem    :) learn it then  ?#+@2013 02 01T10:55:55+0000This is in response to Kamesh Krishnamoorthy on IBMR junction  Myself and Inspector wilsongarden Sri Shivakumar  visited the EE (Traffic) of BBMP and requested him with this letter to takeup this on priority basis Work will start soon and we hope BBMP start the work 

JOY
JOY is always with you?#+@2013 02 01T10:58:06+0000To  Bangalore Traffice Police  I would advice to put the Humps (Road Breaker) Near 12th Cross  Near 11th Main Junction  Because our office is in the same corner place  Every day we see minimum 3 4 Accidents happening @ this junction    Kindly take this as my personal suggestion & advice ?#+@2013 02 01T11:00:48+0000There is one more problem here  U turn at the siddapura hosur road junction is banned  Vehicles have to go lalbagh double road gate to take an u turn  Or take u turn in front of mallige hospital  Turning here is a nightmare as vehicles from siddapura come too fast  Please put up a speed breaker before the gap in the median ?#+@2013 02 01T11:52:43+0000ee patranna fbnalli hakiro karanna??#+@2013 02 01T11:59:58+0000i Think BBMP is Bland in this case some one should die in the accident  after only i think they will work on this road    from last one year the same problem bike users are faceing the probllem and bbmp is quite?#+@2013 02 02T18:05:20+0000"
"19768","Suprabhatam BTP?#+@2013 02 01T02:50:24+0000And hopefully without honking  :) Suprabhatam ?#+@2013 02 01T02:52:31+0000Good Morning :) Dear pedestrians plz do walk on the pavement which s mainly alloted fa pedestrians  N use underpass fa road cross   Ve a happy day :)  ?#+@2013 02 01T03:14:55+0000Thank you BTP wish you the same?#+@2013 02 01T03:41:51+0000Real good pic?#+@2013 02 01T04:32:14+0000Goodmorning BengaluruTP  nice pic & post   But its Weather pretty cool & not Whether:))?#+@2013 02 01T05:08:03+0000We should be reminding people to slow down when driving near schools  especially during the high risk times  ?#+@2013 02 01T05:28:58+0000Ironically   We have to put up such posts to alarm people  I suppose this predominantly comes under the umbrella of Human Understanding  which in most case people don t use  Thanks BTP for such an initiative  I completely support your initiatives and I wish people on the roads as well do it ?#+@2013 02 01T06:05:09+0000It should be  weather  not  Whether  ?#+@2013 02 01T09:44:32+0000"
"19769","Sir  why dont you highlight a few of the countless complaints posted on FB but not attended to??#+@2013 01 31T04:55:11+0000Dear BTP  this is really good  Children these days are not getting enough education on road safety as we used to about 30 35 years ago 
In my opinion  not only children in schools  but even their parents needs some lessons on road safety  Children imitate parents  How will a child do the right thing  if s/he sees her/his father driving his scooter on wrong side of the road to avoid a U turn 1/2 a km away???#+@2013 01 31T05:24:26+0000A great observation Sunanda     Even I have such examples at Kundanahalli Gate every day   ?#+@2013 01 31T05:28:41+0000Respected BTP we deserve a Zebra Crossing on Marathahall Bridge  Kindly do the needful ?#+@2013 01 31T07:14:08+0000respected sir we deserve signal zeebra crossing near kadirenahalli under pass?#+@2013 01 31T11:32:06+0000I appreciate the efforts too   it would have been more effective if Traffic police says do s and don t using a mic on traffic signals  I remember it use to happen in Bangalore many years back  but now it is needed most I believe ?#+@2013 01 31T17:17:46+0000Dear friends  One more lesson we learnt from public intaractions whenever we approach the elders for road safety aspects they have niether time to hear nor  pations to interact  On the other hand  whenever their own children conveys a good message they will certainly bound to hear as well as share with thier experiences  As regard your other trafic safty suggestions  you can better to approach or write to the trafic police top brace ?#+@2013 02 06T09:14:28+0000"
"19770","May I know which stretch is to be avoided??#+@2013 01 31T04:54:23+0000Thats the trend  BWSSB works are always  unfinished  on most of the Road?#+@2013 01 31T06:33:19+0000Sir  once some department digs the roads  who is going to ensure that the diggings are properly covered making it just as good as it was before they dug it ??

When it should in fact be our right to have good roads  we Indians feel privileged to see roads without pot holes Please observe the roads from HAL junction to Marthahalli Market and you know why asked the question above The part of road that was dug can never be used again?#+@2013 01 31T07:33:26+0000And how long are they going to take to complete the same??#+@2013 01 31T08:53:35+0000Only when any vip will going to pass this stretch they will put thar no worry on common people?#+@2013 01 31T15:39:57+0000Only when any vip will going to pass this stretch they will put thar no worry on common people?#+@2013 01 31T15:39:59+0000Bangalore Traffic Police   Can U B more specific about the location of the works of BWSSB on Old Madras Road ??#+@2013 02 03T18:32:58+0000"
"19771","Gain  not gave?#+@2013 01 31T03:47:20+0000Good morning?#+@2013 01 31T05:07:51+0000Choose the good frnd your life to be great?#+@2013 01 31T06:37:37+0000** read  The time you save is negligible  : )?#+@2013 01 31T08:01:46+0000I mean think about it  if I drive at 120km/hour on express highway between pune and mumbai for about 2 hours  I reach Andheri at 6:00pm  If I drive at 80km/hour I reach at 5:45pm  Now this is a 5 hour drive  non stop  The time saved is really negligible   ?#+@2013 01 31T15:01:08+0000   time you gain or time you gave????#+@2013 02 01T03:26:45+0000"
"19772","Thanks Rahul for joining hands with BTP s efforts ?#+@2013 01 30T14:43:55+0000My Hero ?#+@2013 01 30T17:25:08+0000All said n done     Wen our roads have a surface which will make even the moon s terrain shy  wat kinda safe zone are we trying to create?? Wake up     The campaign is a good initiative    But without proper infrastructure  its just pointless ?#+@2013 01 30T18:20:08+0000"
"19776","We ought to work together to solve the issues  But the working hours of Traffic police has to be reduced  They are overworked and over stressed?#+@2013 01 30T04:17:26+0000good job BTP   even i was fully happy yesterday when i traveled from CV RAMAN Nagar to Chamrajpet   usually there wil b huge traffic at corporation on daily basis   but yesterday there was smooth traffic i reached wit no strain     thank u?#+@2013 01 30T04:19:50+0000I used to drive from one end of the city to another  The pain that police folks take to keep traffic moving is immense  We as citizens should help police by not honking and follow traffic discipline  I really hope we implement automated signals and more one ways to keep traffic moving  if the it companies get together they can easily implement a credible work at home policy reducing burden on the roads ?#+@2013 01 30T04:41:07+0000Good job  ?#+@2013 01 30T05:18:40+0000gud job  Keep it up ?#+@2013 01 30T06:04:33+0000hello sir      
myself frm mulbagal which is in kolar dist here in my town four to five person travel in a two wheeler bikes I think most of them are just below 15yrs they drive in such a way that they dont care for the ppl walking in streets  they wouldnt be having Licence nd bike documents also    noone cares abt these here pls help in this regard if u can    since u might be having official contacts     ?#+@2013 01 30T17:56:44+0000"
"19777","In Bangalore  it is not enough to go out on roads telling myself to drive safely  I have to go out telling myself  you might be a safe driver  but everyone else drives unsafely  so be careful  :)?#+@2013 01 30T03:43:23+0000Whether accident will kill people or not i dont know  but for sure people will kill each other after some minor clashes   Avoid Road Rage ?#+@2013 01 30T06:02:07+0000I DO?#+@2013 01 30T08:57:26+0000"
"19781","That will only increase the traffic towards the military school road  which is as such too much  Is it temporary or for good??#+@2013 01 29T07:18:09+0000I was coming on this Road Sunday night  around 10PM  2 cars were waiting to take Right    One car jumped the signal  for other I told him there is no Right  instead go stright and take U turn  dont know what he did  But BTP needs to take strict actions here ?#+@2013 01 29T07:22:33+0000I think we need to have a under pass on that sholay junction?#+@2013 01 29T07:32:50+0000Use your brains and be a comon man while taking decisions  like these turns of diverting the vehicles just increase the trafic  let me know what you hav proved by taking dis decisn? Who is favoured??#+@2013 01 29T07:44:17+0000can we also have a caption in english?? Bangalore is a metro now & we have almost all possible language folks living here   would be helpful for everyone  ?#+@2013 01 29T07:58:41+0000@Bharath Kumar Examine the BTP FB page carefully and u will get to know    BTP has posted English version of above photo before posting this one   ?#+@2013 01 29T08:11:39+0000This right turn is going to be super messy  There are going to be many minor accidents for sure ?#+@2013 01 29T08:40:35+0000"
"19783","Good Morning BTP?#+@2013 01 29T03:16:54+0000Good Morning Bangalore Traffic Police  
?#+@2013 01 29T03:22:32+0000Gud Mrng Admin:):P?#+@2013 01 29T03:54:52+0000Good Morning BTP have a nice day?#+@2013 01 29T04:20:15+0000Wish BTP a great day : )?#+@2013 01 29T04:40:30+0000"
"19784","Also they have blocked the median crossing nuisance by the water tankers  They have cemented the median  Thank you for the effort  

Location: opp Shriram samrudhi?#+@2013 01 28T15:42:25+0000Bangalore Traffic Police: many techies drive bike on footpath on road opp  to Graphite India bus stop   Pls fine them 
Google map of location  > https://maps google co in/maps?hl=en&q=vodafone+store+whitefield+bangalore&ie=UTF8&hq=vodafone+store+whitefield+bangalore&ll=12 977672 77 709437&spn=0 001756 0 003009&t=m&z=19&vpsrc=6&iwloc=A&cid=3089838101043574092?#+@2013 01 28T15:58:21+0000Please act on the marathalli junction nuisance too ?#+@2013 01 28T16:19:23+0000Yes this is absolutely needed Even Marathahaali bridge main signal becomes free for all with people driving in any direction Also the two wheeler drivers get down from their vehicle pretending that it is not working and will push their vehicle on the wrong side of the road and cross and suddenly their vehicle is perfect once again and they ride away ?#+@2013 01 28T16:19:40+0000BTP I agree with Pradeep   People on bike drive on footpath in evening from Ginger hotel to Fortune hotel infront of Sap labs  ?#+@2013 01 28T17:34:29+0000I agree with Vekesh Choudhary    Dear BTP  please take action on vehicles driving on the other side of the divider    Even BMTC & HTV s go very fast that too in front of Yeshwanthpur Police Station     Also I have to mention that Police Jeeps & bikes also go in the opposite lane   ?#+@2013 01 29T07:34:58+0000I wish there is one traffic cop posted on the footpath after hypercity  kundanhalli  many bikers who want to cross kundanhakli signal fast use this footpath rather than wait in the signal its difficult for people to walk on the footpath Also in the evening two eunuch make walking difficult for people who use this footpath by stopping them b demanding money   Request the Bangalore Traffic Police to look into this ?#+@2013 01 29T08:01:50+0000I agree with Mr  Vignesh ?#+@2013 01 29T08:18:15+0000give a like Brand Bazaar org  its our new business  all brand One Hand  Please join us to grow  01618028590  visit  www brandbazaar org?#+@2013 02 04T10:30:29+0000"
